10 -.62847267E+03
11 -.62848148E+03
12 -.62848094E+03
13 -.62848580E+03
14 -.62848781E+03
15 -.62849078E+03
16 -.62849433E+03
17 -.62850528E+03
18 -.62850227E+03
19 -.62850242E+03
1 -.62716433E+03
20 -.62850555E+03
21 -.62850269E+03
22 -.62850363E+03
23 -.62850529E+03
24 -.62850655E+03
25 -.62850818E+03
26 -.62850855E+03
27 -.62850854E+03
28 -.62851036E+03
29 -.62851102E+03
2 -.62798053E+03
30 -.62851277E+03
31 -.62851521E+03
32 -.62851455E+03
33 -.62851504E+03
34 -.62851496E+03
35 -.62851601E+03
36 -.62851606E+03
37 -.62851636E+03
38 -.62851675E+03
39 -.62851756E+03
3 -.62820488E+03
40 -.62851802E+03
41 -.62851852E+03
42 -.62851861E+03
43 -.62851881E+03
44 -.62851788E+03
45 -.62851769E+03
46 -.62851960E+03
47 -.62851988E+03
48 -.62852046E+03
49 -.62852073E+03
4 -.62830232E+03
50 -.62852101E+03
51 -.62852119E+03
52 -.62852129E+03
53 -.62852156E+03
54 -.62852170E+03
55 -.62852198E+03
56 -.62852221E+03
57 -.62852240E+03
58 -.62852269E+03
59 -.62852275E+03
5 -.62830700E+03
60 -.62852296E+03
61 -.62852314E+03
62 -.62852337E+03
63 -.62852352E+03
64 -.62852365E+03
6 -.62839653E+03
7 -.62843473E+03
8 -.62844652E+03
9 -.62846635E+03
