100 -.62818668E+03
101 -.62818681E+03
102 -.62818688E+03
103 -.62818687E+03
104 -.62818706E+03
105 -.62818711E+03
106 -.62818724E+03
107 -.62818732E+03
108 -.62818723E+03
109 -.62818736E+03
10 -.62807015E+03
110 -.62818752E+03
111 -.62818759E+03
112 -.62818767E+03
113 -.62818777E+03
114 -.62818782E+03
115 -.62818773E+03
116 -.62818787E+03
117 -.62818801E+03
118 -.62818811E+03
119 -.62818820E+03
11 -.62808413E+03
120 -.62818828E+03
12 -.62809340E+03
13 -.62810273E+03
14 -.62811054E+03
15 -.62812190E+03
16 -.62811520E+03
17 -.62812426E+03
18 -.62812796E+03
19 -.62813378E+03
1 -.62465564E+03
20 -.62813600E+03
21 -.62814459E+03
22 -.62814360E+03
23 -.62814805E+03
24 -.62814889E+03
25 -.62815231E+03
26 -.62815151E+03
27 -.62815279E+03
28 -.62815488E+03
29 -.62815650E+03
2 -.62577468E+03
30 -.62816093E+03
31 -.62815809E+03
32 -.62815978E+03
33 -.62816025E+03
34 -.62816207E+03
35 -.62816226E+03
36 -.62816293E+03
37 -.62816399E+03
38 -.62816523E+03
39 -.62816623E+03
3 -.62756656E+03
40 -.62816712E+03
41 -.62816798E+03
42 -.62816891E+03
43 -.62817079E+03
44 -.62816944E+03
45 -.62816898E+03
46 -.62817041E+03
47 -.62817143E+03
48 -.62817140E+03
49 -.62817139E+03
4 -.62771302E+03
50 -.62817165E+03
51 -.62817202E+03
52 -.62817258E+03
53 -.62817390E+03
54 -.62817428E+03
55 -.62817504E+03
56 -.62817562E+03
57 -.62817632E+03
58 -.62817634E+03
59 -.62817732E+03
5 -.62789786E+03
60 -.62817712E+03
61 -.62817788E+03
62 -.62817796E+03
63 -.62817891E+03
64 -.62817852E+03
65 -.62817896E+03
66 -.62817942E+03
67 -.62817955E+03
68 -.62817964E+03
69 -.62818009E+03
6 -.62795986E+03
70 -.62818039E+03
71 -.62818153E+03
72 -.62818130E+03
73 -.62818146E+03
74 -.62818185E+03
75 -.62818213E+03
76 -.62818229E+03
77 -.62818250E+03
78 -.62818280E+03
79 -.62818257E+03
7 -.62799661E+03
80 -.62818294E+03
81 -.62818327E+03
82 -.62818350E+03
83 -.62818374E+03
84 -.62818399E+03
85 -.62818412E+03
86 -.62818433E+03
87 -.62818458E+03
88 -.62818480E+03
89 -.62818497E+03
8 -.62802073E+03
90 -.62818521E+03
91 -.62818530E+03
92 -.62818551E+03
93 -.62818580E+03
94 -.62818585E+03
95 -.62818604E+03
96 -.62818614E+03
97 -.62818632E+03
98 -.62818644E+03
99 -.62818660E+03
9 -.62803670E+03
