100 -.62806816E+03
101 -.62806829E+03
102 -.62806841E+03
103 -.62806850E+03
104 -.62806863E+03
105 -.62806868E+03
106 -.62806885E+03
107 -.62806887E+03
108 -.62806877E+03
109 -.62806884E+03
10 -.62792118E+03
110 -.62806900E+03
111 -.62806900E+03
112 -.62806904E+03
113 -.62806915E+03
114 -.62806923E+03
115 -.62806921E+03
116 -.62806937E+03
117 -.62806943E+03
118 -.62806954E+03
119 -.62806955E+03
11 -.62792954E+03
120 -.62806968E+03
121 -.62806974E+03
122 -.62806979E+03
123 -.62806981E+03
124 -.62806992E+03
125 -.62806996E+03
126 -.62806999E+03
127 -.62807012E+03
128 -.62807019E+03
129 -.62807027E+03
12 -.62795686E+03
130 -.62807036E+03
13 -.62794458E+03
14 -.62796606E+03
15 -.62797236E+03
16 -.62797497E+03
17 -.62800110E+03
18 -.62800956E+03
19 -.62802078E+03
1 -.62353082E+03
20 -.62802083E+03
21 -.62802413E+03
22 -.62802651E+03
23 -.62802772E+03
24 -.62803285E+03
25 -.62804383E+03
26 -.62804638E+03
27 -.62804281E+03
28 -.62804515E+03
29 -.62804649E+03
2 -.62591082E+03
30 -.62804858E+03
31 -.62805228E+03
32 -.62805308E+03
33 -.62805378E+03
34 -.62805603E+03
35 -.62805563E+03
36 -.62805557E+03
37 -.62805642E+03
38 -.62805693E+03
39 -.62805797E+03
3 -.62719888E+03
40 -.62806094E+03
41 -.62805968E+03
42 -.62805965E+03
43 -.62806032E+03
44 -.62806017E+03
45 -.62806082E+03
46 -.62806094E+03
47 -.62806135E+03
48 -.62806140E+03
49 -.62806172E+03
4 -.62749567E+03
50 -.62806226E+03
51 -.62806234E+03
52 -.62806258E+03
53 -.62806302E+03
54 -.62806319E+03
55 -.62806317E+03
56 -.62806352E+03
57 -.62806401E+03
58 -.62806412E+03
59 -.62806439E+03
5 -.62770442E+03
60 -.62806455E+03
61 -.62806489E+03
62 -.62806525E+03
63 -.62806457E+03
64 -.62806434E+03
65 -.62806384E+03
66 -.62806363E+03
67 -.62806412E+03
68 -.62806404E+03
69 -.62806441E+03
6 -.62776604E+03
70 -.62806458E+03
71 -.62806472E+03
72 -.62806510E+03
73 -.62806520E+03
74 -.62806538E+03
75 -.62806553E+03
76 -.62806610E+03
77 -.62806547E+03
78 -.62806554E+03
79 -.62806556E+03
7 -.62784661E+03
80 -.62806582E+03
81 -.62806613E+03
82 -.62806621E+03
83 -.62806638E+03
84 -.62806637E+03
85 -.62806655E+03
86 -.62806671E+03
87 -.62806693E+03
88 -.62806697E+03
89 -.62806690E+03
8 -.62784956E+03
90 -.62806723E+03
91 -.62806742E+03
92 -.62806758E+03
93 -.62806771E+03
94 -.62806776E+03
95 -.62806798E+03
96 -.62806784E+03
97 -.62806782E+03
98 -.62806800E+03
99 -.62806812E+03
9 -.62787987E+03
