10 -.62858451E+03
11 -.62858653E+03
12 -.62859351E+03
13 -.62859724E+03
14 -.62861200E+03
15 -.62861260E+03
16 -.62862363E+03
17 -.62862156E+03
18 -.62862496E+03
19 -.62862686E+03
1 -.62777393E+03
20 -.62862925E+03
21 -.62864000E+03
22 -.62863994E+03
23 -.62864009E+03
24 -.62864007E+03
25 -.62864108E+03
26 -.62864132E+03
27 -.62864120E+03
28 -.62864123E+03
29 -.62863862E+03
2 -.62824279E+03
30 -.62864053E+03
31 -.62864177E+03
32 -.62864188E+03
33 -.62864204E+03
34 -.62864213E+03
35 -.62864168E+03
36 -.62864224E+03
37 -.62864239E+03
38 -.62864241E+03
39 -.62864241E+03
3 -.62836892E+03
40 -.62864207E+03
41 -.62864234E+03
42 -.62864305E+03
43 -.62864310E+03
44 -.62864333E+03
45 -.62864337E+03
46 -.62864347E+03
47 -.62864365E+03
48 -.62864366E+03
49 -.62864371E+03
4 -.62844990E+03
50 -.62864370E+03
51 -.62864382E+03
52 -.62864402E+03
5 -.62846318E+03
6 -.62852137E+03
7 -.62856444E+03
8 -.62856537E+03
9 -.62857629E+03
