100 -.62813667E+03
101 -.62813680E+03
102 -.62813687E+03
103 -.62813701E+03
104 -.62813714E+03
105 -.62813727E+03
106 -.62813725E+03
107 -.62813721E+03
108 -.62813728E+03
10 -.62804404E+03
11 -.62805211E+03
12 -.62807096E+03
13 -.62809149E+03
14 -.62808784E+03
15 -.62809251E+03
16 -.62809538E+03
17 -.62810269E+03
18 -.62810524E+03
19 -.62810524E+03
1 -.62438144E+03
20 -.62810484E+03
21 -.62810733E+03
22 -.62810862E+03
23 -.62810875E+03
24 -.62810912E+03
25 -.62811093E+03
26 -.62811070E+03
27 -.62811050E+03
28 -.62811207E+03
29 -.62811349E+03
2 -.62665282E+03
30 -.62811542E+03
31 -.62811632E+03
32 -.62811697E+03
33 -.62811800E+03
34 -.62811759E+03
35 -.62811883E+03
36 -.62811897E+03
37 -.62812050E+03
38 -.62812136E+03
39 -.62812152E+03
3 -.62730465E+03
40 -.62812178E+03
41 -.62812264E+03
42 -.62812321E+03
43 -.62812367E+03
44 -.62812436E+03
45 -.62812466E+03
46 -.62812716E+03
47 -.62812980E+03
48 -.62812695E+03
49 -.62812942E+03
4 -.62754036E+03
50 -.62812925E+03
51 -.62812978E+03
52 -.62813032E+03
53 -.62813058E+03
54 -.62813063E+03
55 -.62813032E+03
56 -.62813082E+03
57 -.62813121E+03
58 -.62813170E+03
59 -.62813151E+03
5 -.62773477E+03
60 -.62813157E+03
61 -.62813183E+03
62 -.62813195E+03
63 -.62813204E+03
64 -.62813248E+03
65 -.62813267E+03
66 -.62813299E+03
67 -.62813320E+03
68 -.62813340E+03
69 -.62813355E+03
6 -.62780157E+03
70 -.62813385E+03
71 -.62813421E+03
72 -.62813363E+03
73 -.62813405E+03
74 -.62813416E+03
75 -.62813412E+03
76 -.62813438E+03
77 -.62813451E+03
78 -.62813468E+03
79 -.62813474E+03
7 -.62792511E+03
80 -.62813480E+03
81 -.62813499E+03
82 -.62813503E+03
83 -.62813524E+03
84 -.62813541E+03
85 -.62813563E+03
86 -.62813568E+03
87 -.62813575E+03
88 -.62813588E+03
89 -.62813600E+03
8 -.62802932E+03
90 -.62813605E+03
91 -.62813596E+03
92 -.62813597E+03
93 -.62813592E+03
94 -.62813613E+03
95 -.62813623E+03
96 -.62813626E+03
97 -.62813641E+03
98 -.62813655E+03
99 -.62813664E+03
9 -.62803028E+03
