   0.24978324  0.24695536  0.10461286
   0.24549162  0.26974780  0.22162400
   0.24978324  0.74695536  0.60461288
   0.24549162  0.76974783  0.72162396
   0.75844355  0.74930787  0.89028504
   0.72288039  0.72229891  0.78234467
   0.75844355  0.24930787  0.39028507
   0.72288039  0.22229893  0.28234461
   0.75010961  0.75213182  0.10469305
   0.74512279  0.73051746  0.22160350
   0.75010961  0.25213185  0.60469308
   0.74512279  0.23051744  0.72160353
   0.25917614  0.25138473  0.89019343
   0.22227882  0.27782894  0.78242757
   0.25917614  0.75138476  0.39019346
   0.22227882  0.77782891  0.28242760
   0.24765453  0.24708078 -0.00122394
   0.24765453  0.74708078  0.49877606
   0.74787771  0.75293536  0.99849136
   0.74787771  0.25293536  0.49849130
   0.79370754  0.75122082  0.65334631
   0.79370754  0.25122083  0.15334632
   0.79581091  0.75153380  0.44963727
   0.79581091  0.25153380  0.94963724
   0.29275276  0.24875301  0.54946221
   0.29376439  0.24776123  0.65336483
   0.29376439  0.74776123  0.15336483
   0.29275276  0.74875300  0.04946220
   0.29562242  0.24835829  0.44965330
   0.29562242  0.74835829  0.94965330
   0.79248382  0.75129742  0.54946019
   0.79248382  0.25129742  0.04946019
   0.60075992  0.54959224  0.05479679
   0.31071864  0.31117753  0.40594913
   0.52404197  0.47334423  0.13735243
   0.30446562  0.18414070  0.30169307
   0.50357993  0.49505825  0.25110816
   0.01472246  0.96159130  0.03959444
   0.10147703  0.05159776  0.14853930
   0.60075992  0.04959224  0.55479676
   0.31071864  0.81117753  0.90594913
   0.52404197  0.97334426  0.63735242
   0.30446562  0.68414067  0.80169307
   0.50357993  0.99505828  0.75110819
   0.01472246  0.46159133  0.53959443
   0.10147703  0.55159781  0.64853933
   0.10929547  0.44242570  0.94934575
   0.82035390  0.67997793  0.59577217
   0.02918832  0.52458997  0.86149424
   0.78366870  0.80387118  0.69551335
   0.00339931  0.50519079  0.74880251
   0.51686792  0.03625558  0.96287172
   0.59471435  0.95566289  0.85135538
   0.10929547  0.94242573  0.44934572
   0.82035390  0.17997793  0.09577219
   0.02918832  0.02458999  0.36149424
   0.78366870  0.30387118  0.19551335
   0.00339931  0.00519082  0.24880253
   0.51686792  0.53625561  0.46287169
   0.59471435  0.45566295  0.35135541
   0.10103205  0.45007748  0.05461730
   0.80966700  0.68946786  0.40591474
   0.02421354  0.52568667  0.13739145
   0.80537756  0.81617651  0.30173831
   0.00349565  0.50496323  0.25110253
   0.51407398  0.03907397  0.03972598
   0.60146540  0.94690574  0.14858815
   0.10103205  0.95007745  0.55461735
   0.80966700  0.18946787  0.90591476
   0.02421354  0.02568664  0.63739142
   0.80537756  0.31617654  0.80173828
   0.00349565  0.00496324  0.75110253
   0.51407398  0.53907397  0.53972595
   0.60146540  0.44690574  0.64858818
   0.60953583  0.55776860  0.94940170
   0.31971240  0.31945475  0.59582251
   0.52920056  0.47673773  0.86143038
   0.28434135  0.19534784  0.69545490
   0.50353793  0.49480683  0.74882220
   0.01654002  0.96324832  0.96270478
   0.09525767  0.04594891  0.85123713
   0.60953583  0.05776855  0.44940176
   0.31971240  0.81945475  0.09582253
   0.52920056  0.97673770  0.36143035
   0.28434135  0.69534784  0.19545485
   0.50353793  0.99480683  0.24882217
   0.01654002  0.46324835  0.46270478
   0.09525767  0.54594893  0.35123719
   0.32272884  0.17030498  0.50135336
   0.32272884  0.67030504  1.00135339
   0.82244741  0.82939111  0.50132830
   0.82244741  0.32939117  0.00132830
   0.29345909  0.24878505  0.34456147
   0.29345909  0.74878505  0.84456150
   0.79369962  0.75226459  0.34464063
   0.79369962  0.25226459  0.84464063
