   0.25084698  0.24498676  0.10359611
   0.23504023  0.27612836  0.21994698
   0.25084698  0.74498676  0.60359612
   0.23504023  0.77612839  0.71994693
   0.74768770  0.75117755  0.89385660
   0.71911978  0.73110099  0.78143991
   0.74768770  0.25117755  0.39385663
   0.71911978  0.23110101  0.28143985
   0.74357498  0.75295524  0.10349199
   0.74559561  0.73189829  0.21993350
   0.74357498  0.25295527  0.60349202
   0.74559561  0.23189827  0.71993353
   0.25397185  0.24555599  0.89355883
   0.23457046  0.28248730  0.78112834
   0.25397185  0.74555602  0.39355886
   0.23457046  0.78248727  0.28112837
   0.25398895  0.24398002  0.00158568
   0.25398895  0.74398002  0.50158568
   0.74878385  0.75939602  1.00146977
   0.74878385  0.25939602  0.50146971
   0.79346891  0.75056280  0.34723235
   0.79346891  0.25056280  0.84723235
   0.79271596  0.75026893  0.65236928
   0.79271596  0.25026895  0.15236930
   0.79798556  0.75266378  0.45074988
   0.79798556  0.25266378  0.95074985
   0.29039327  0.24806450  0.65196747
   0.29039327  0.74806450  0.15196747
   0.29612594  0.24626172  0.45121893
   0.29612594  0.74626172  0.95121893
   0.79615796  0.75366559  0.54935092
   0.79615796  0.25366559  0.04935092
   0.60678920  0.55198237  0.05376537
   0.32162182  0.31968734  0.40557338
   0.52307763  0.47185830  0.13705246
   0.30779092  0.18388304  0.30239184
   0.50219563  0.49801632  0.25065000
   0.01773058  0.96480532  0.03878136
   0.10034077  0.05250814  0.14878636
   0.60678920  0.05198237  0.55376535
   0.32162182  0.81968734  0.90557338
   0.52307763  0.97185833  0.63705245
   0.30779092  0.68388302  0.80239184
   0.50219563  0.99801635  0.75065003
   0.01773058  0.46480535  0.53878135
   0.10034077  0.55250820  0.64878639
   0.10656808  0.44678414  0.94664595
   0.81800572  0.68112372  0.59608349
   0.02579603  0.52278218  0.86220959
   0.79013484  0.80776819  0.69541609
   0.00002106  0.50531317  0.74889871
   0.52302715  0.03475417  0.96264485
   0.59134406  0.95530307  0.85160299
   0.10656808  0.94678417  0.44664592
   0.81800572  0.18112372  0.09608351
   0.02579603  0.02278220  0.36220959
   0.79013484  0.30776819  0.19541609
   0.00002106  0.00531320  0.24889872
   0.52302715  0.53475419  0.46264482
   0.59134406  0.45530313  0.35160302
   0.10748679  0.44251515  0.05353259
   0.81630553  0.68311356  0.40468569
   0.02264850  0.52448016  0.13680397
   0.78991941  0.80784372  0.30383813
   0.00048867  0.50794924  0.25090994
   0.52031935  0.03770912  0.03885166
   0.60091683  0.94647472  0.14929417
   0.10748679  0.94251512  0.55353263
   0.81630553  0.18311357  0.90468572
   0.02264850  0.02448013  0.63680394
   0.78991941  0.30784374  0.80383810
   0.00048867  0.00794925  0.75090994
   0.52031935  0.53770913  0.53885163
   0.60091683  0.44647472  0.64929420
   0.60651648  0.54987534  0.94673500
   0.32543568  0.32004185  0.59648398
   0.52654002  0.47646647  0.86248237
   0.27898781  0.18954363  0.69503665
   0.50310679  0.49492388  0.74832617
   0.02017485  0.96362797  0.96210792
   0.09408782  0.04516504  0.85137473
   0.60651648  0.04987529  0.44673506
   0.32543568  0.82004185  0.09648400
   0.52654002  0.97646644  0.36248234
   0.27898781  0.68954363  0.19503660
   0.50310679  0.99492388  0.24832614
   0.02017485  0.46362800  0.46210792
   0.09408782  0.54516506  0.35137479
   0.32649076  0.16690196  0.50029340
   0.32649076  0.66690202  1.00029343
   0.82550645  0.83233148  0.50030764
   0.82550645  0.33233154  0.00030764
   0.28969837  0.24617562  0.34588348
   0.28969837  0.74617562  0.84588351
   0.29089812  0.24713758  0.54965344
   0.29089812  0.74713757  0.04965343
