   0.25578280  0.23647582  0.10778311
   0.23281007  0.28872318  0.21961561
   0.25578280  0.73647582  0.60778313
   0.23281007  0.78872321  0.71961556
   0.74974858  0.75830685  0.89256848
   0.72951052  0.73762335  0.78028250
   0.74974858  0.25830685  0.39256851
   0.72951052  0.23762337  0.28028244
   0.74976122  0.75817126  0.10742648
   0.72948830  0.73777126  0.21972157
   0.74976122  0.25817129  0.60742650
   0.72948830  0.23777125  0.71972160
   0.25573986  0.23661436  0.89221859
   0.23278592  0.28859958  0.78038859
   0.25573986  0.73661439  0.39221862
   0.23278592  0.78859955  0.28038862
   0.26215166  0.24197536 -0.00000161
   0.26215166  0.74197536  0.49999839
   0.76239833  0.75680970  1.00000177
   0.76239833  0.25680970  0.50000171
   0.78518023  0.75433866  0.34661460
   0.78518023  0.25433866  0.84661460
   0.78522001  0.75407245  0.65339545
   0.78522001  0.25407246  0.15339547
   0.80644986  0.75358989  0.45064608
   0.80644986  0.25358989  0.95064605
   0.30601116  0.24408705  0.54915603
   0.30601116  0.74408704  0.04915602
   0.30600724  0.24421904  0.45084746
   0.30600724  0.74421904  0.95084746
   0.80646089  0.75345900  0.54935005
   0.80646089  0.25345900  0.04935004
   0.62385860  0.55853140  0.05266386
   0.32037125  0.31462232  0.40641818
   0.52430612  0.48486412  0.13823116
   0.29573874  0.18785449  0.30208437
   0.50166182  0.49868531  0.25116535
   0.02821087  0.96067686  0.03792102
   0.06602950  0.02398875  0.14639662
   0.62385860  0.05853141  0.55266384
   0.32037125  0.81462232  0.90641818
   0.52430612  0.98486415  0.63823114
   0.29573874  0.68785446  0.80208437
   0.50166182  0.99868534  0.75116538
   0.02821087  0.46067689  0.53792101
   0.06602950  0.52398880  0.64639665
   0.12388754  0.43758391  0.94722089
   0.81500533  0.68688062  0.59441060
   0.02461905  0.51422492  0.86160824
   0.78518754  0.79943181  0.69612174
  -0.00540800  0.50926405  0.74918411
   0.52962431  0.03654140  0.96239784
   0.56223769  0.97413665  0.85394048
   0.12388754  0.93758394  0.44722086
   0.81500533  0.18688062  0.09441061
   0.02461905  0.01422494  0.36160824
   0.78518754  0.29943181  0.19612174
  -0.00540800  0.00926408  0.24918413
   0.52962431  0.53654143  0.46239781
   0.56223769  0.47413671  0.35394051
   0.12389606  0.43742220  0.05277709
   0.81496292  0.68708831  0.40558770
   0.02466683  0.51395735  0.13838534
   0.78518186  0.79961075  0.30388076
  -0.00538378  0.50927968  0.25081715
   0.52964275  0.03642160  0.03760205
   0.56233789  0.97382621  0.14605501
   0.12389606  0.93742217  0.55277713
   0.81496292  0.18708833  0.90558773
   0.02466683  0.01395733  0.63838531
   0.78518186  0.29961078  0.80388073
  -0.00538378  0.00927969  0.75081715
   0.52964275  0.53642160  0.53760203
   0.56233789  0.47382621  0.64605504
   0.62386094  0.55869791  0.94733587
   0.32037107  0.31440853  0.59358302
   0.52430298  0.48516319  0.86177116
   0.29576548  0.18786789  0.69791210
   0.50167571  0.49867003  0.74884007
   0.02821840  0.96079665  0.96207853
   0.06598767  0.02423567  0.85360951
   0.62386094  0.05869787  0.44733593
   0.32037107  0.81440853  0.09358303
   0.52430298  0.98516316  0.36177113
   0.29576548  0.68786789  0.19791205
   0.50167571  0.99867003  0.24884004
   0.02821840  0.46079668  0.46207853
   0.06598767  0.52423569  0.35360957
   0.33404683  0.16664861  0.50000096
   0.33404683  0.66664867  1.00000099
   0.83517159  0.83065880  0.49999843
   0.83517159  0.33065886 -0.00000157
   0.28220844  0.24168748  0.34480891
   0.28220844  0.74168748  0.84480893
   0.28224903  0.24143555  0.65517704
   0.28224903  0.74143555  0.15517704
