   0.24880900  0.24880131  0.10362984
   0.23686437  0.27376708  0.22050022
   0.24880900  0.74880131  0.60362986
   0.23686437  0.77376711  0.72050018
   0.75048083  0.75366350  0.89354596
   0.71894999  0.72919602  0.78188495
   0.75048083  0.25366350  0.39354599
   0.71894999  0.22919603  0.28188489
   0.74924784  0.75163044  0.10374655
   0.74644864  0.73086685  0.22037514
   0.74924784  0.25163047  0.60374658
   0.74644864  0.23086684  0.72037517
   0.24786716  0.24540453  0.89360204
   0.23317384  0.28106079  0.78159502
   0.24786716  0.74540456  0.39360207
   0.23317384  0.78106076  0.28159505
   0.24803156  0.24240255 -0.00281347
   0.24803156  0.74240255  0.49718653
   0.75333904  0.75502241  0.99724067
   0.75333904  0.25502241  0.49724061
   0.79275345  0.75139023  0.34762420
   0.79275345  0.25139023  0.84762420
   0.79239024  0.74992459  0.65240059
   0.79239024  0.24992460  0.15240060
   0.29282284  0.24890451  0.54921304
   0.29187691  0.24918981  0.65247378
   0.29187691  0.74918981  0.15247378
   0.29282284  0.74890449  0.04921303
   0.29957560  0.24530348  0.45035724
   0.29957560  0.74530348  0.95035724
   0.79180591  0.75167013  0.54890070
   0.79180591  0.25167013  0.04890070
   0.59204687  0.54174726  0.05550241
   0.31735348  0.31494596  0.40512001
   0.52272578  0.47292780  0.13715828
   0.30773150  0.18327807  0.30228697
   0.50253563  0.49705568  0.25089078
   0.01979151  0.96658234  0.03961634
   0.10184029  0.05364078  0.14889139
   0.59204687  0.04174727  0.55550239
   0.31735348  0.81494596  0.90512001
   0.52272578  0.97292783  0.63715826
   0.30773150  0.68327804  0.80228697
   0.50253563  0.99705571  0.75089081
   0.01979151  0.46658237  0.53961633
   0.10184029  0.55364083  0.64889142
   0.11567472  0.44062443  0.94833029
   0.82092924  0.67799411  0.59621204
   0.02597585  0.52602055  0.86211965
   0.78856163  0.80646131  0.69533700
   0.00057882  0.50429481  0.74909055
   0.52185956  0.03404514  0.96243145
   0.59463029  0.95296831  0.85121239
   0.11567472  0.94062446  0.44833026
   0.82092924  0.17799411  0.09621206
   0.02597585  0.02602057  0.36211965
   0.78856163  0.30646131  0.19533700
   0.00057882  0.00429484  0.24909056
   0.52185956  0.53404517  0.46243142
   0.59463029  0.45296837  0.35121242
   0.09199014  0.45939370  0.05558278
   0.82388065  0.68417405  0.40371478
   0.02288759  0.52626739  0.13687854
   0.79174635  0.80976256  0.30405584
   0.00090174  0.50685663  0.25113352
   0.51862247  0.03391678  0.03977830
   0.60181273  0.94544447  0.14906383
   0.09199014  0.95939367  0.55558282
   0.82388065  0.18417407  0.90371481
   0.02288759  0.02626737  0.63687851
   0.79174635  0.30976259  0.80405581
   0.00090174  0.00685664  0.75113352
   0.51862247  0.53391679  0.53977827
   0.60181273  0.44544447  0.64906386
   0.61605173  0.56116686  0.94848914
   0.32013033  0.32120842  0.59626849
   0.52594157  0.47669488  0.86230110
   0.27899804  0.19141359  0.69531433
   0.50345258  0.49400385  0.74856425
   0.02312653  0.96261690  0.96223471
   0.09791942  0.04807122  0.85073073
   0.61605173  0.06116682  0.44848920
   0.32013033  0.82120842  0.09626850
   0.52594157  0.97669485  0.36230107
   0.27899804  0.69141359  0.19531429
   0.50345258  0.99400385  0.24856422
   0.02312653  0.46261693  0.46223471
   0.09791942  0.54807124  0.35073079
   0.32408910  0.16897892  0.50095778
   0.32408910  0.66897898  1.00095781
   0.82580647  0.83090271  0.50106535
   0.82580647  0.33090277  0.00106535
   0.29133846  0.24643538  0.34577896
   0.29133846  0.74643538  0.84577899
   0.79463140  0.75190672  0.44961145
   0.79463140  0.25190672  0.94961142
