1 -.12488715E+04 39.9068
2 -.12534301E+04 39.9634
3 -.12546639E+04 39.9762
4 -.12551738E+04 39.9846
5 -.12555218E+04 39.9900
6 -.12557062E+04 39.9926
7 -.12558627E+04 39.9946
8 -.12560397E+04 39.9960
9 -.12560987E+04 39.9969
10 -.12561154E+04 39.9975
11 -.12561510E+04 39.9981
12 -.12561643E+04 39.9984
13 -.12561687E+04 39.9987
14 -.12561729E+04 39.9989
15 -.12561816E+04 39.9991
16 -.12561882E+04 39.9992
17 -.12561912E+04 39.9993
18 -.12561983E+04 39.9994
19 -.12561992E+04 39.9995
20 -.12561983E+04 39.9995
21 -.12562053E+04 39.9996
22 -.12562092E+04 39.9997
23 -.12562186E+04 39.9998
24 -.12562211E+04 39.9998
25 -.12562228E+04 39.9998
26 -.12562269E+04 39.9998
27 -.12562275E+04 39.9998
28 -.12562311E+04 39.9999
29 -.12562328E+04 39.9999
30 -.12562363E+04 39.9999
31 -.12562385E+04 39.9999
32 -.12562437E+04 39.9999
33 -.12562442E+04 39.9999
34 -.12562446E+04 39.9999
35 -.12562471E+04 39.9999
36 -.12562485E+04 39.9999
37 -.12562482E+04 40.0000
38 -.12562491E+04 40.0000
39 -.12562512E+04 40.0000
40 -.12562524E+04 40.0000
41 -.12562533E+04 40.0000
42 -.12562557E+04 40.0000
43 -.12562575E+04 40.0000
44 -.12562582E+04 40.0000
45 -.12562596E+04 40.0000
46 -.12562619E+04 40.0000
47 -.12562656E+04 40.0000
48 -.12562651E+04 40.0000
49 -.12562665E+04 40.0000
50 -.12562672E+04 40.0000
51 -.12562683E+04 40.0000
52 -.12562688E+04 40.0000
53 -.12562696E+04 40.0000
54 -.12562706E+04 40.0000
